date,open,high,low,close,volume,return_t,abs_return_t,intraday_range_t,log_volume_change_t,rolling_volatility_5_t,stress_interaction_t,weekday_Friday,weekday_Monday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,next_day_abs_return
2016-10-07,216.1,216.3,214.19,215.04,89597910,-0.0034294188525350044,0.0034294188525350044,0.009763998149005153,0.35984804261308767,0.05984175667451137,3.348483932831516e-05,1,0,0,0,0,0.005208333333333259
2016-10-10,216.155,216.7,215.985,216.16,51620410,0.005208333333333259,0.005208333333333259,0.003307811524137656,-0.5514148486879549,0.0728724097174326,1.7228185021550047e-05,0,1,0,0,0,0.01262953367875641
2016-10-11,215.66,215.74,212.58,213.43,130183700,-0.01262953367875641,0.01262953367875641,0.01465269405545765,0.925029381317465,0.11553896391390346,0.00018505669305791624,0,0,0,1,0,0.0013119055428010284
2016-10-12,213.59,214.32,213.01,213.71,73322980,0.0013119055428010284,0.0013119055428010284,0.006133245938480277,-0.5740724580691889,0.10794600334894836,8.04623934205417e-06,0,0,0,0,1,0.0032754667540125793
2016-10-13,212.16,213.59,211.21,213.01,101184500,-0.0032754667540125793,0.0032754667540125793,0.011217948717948697,0.3220715134131922,0.10589674235474178,3.674401807385899e-05,0,0,1,0,0,0.0005164076803907403
2016-10-14,214.15,214.69,213.03,213.12,93285170,0.0005164076803907403,0.0005164076803907403,0.007751575998132134,-0.08128443663604301,0.10755455669130946,4.0029733805679526e-06,1,0,0,0,0,0.00347222222222221
2016-10-17,213.09,213.39,212.17,212.38,58185200,-0.00347222222222221,0.00347222222222221,0.00572528039795391,-0.4720301122617627,0.08791563414352442,1.9879445826228786e-05,0,1,0,0,0,0.006262359920896632
2016-10-18,214.24,214.31,213.27,213.71,76618560,0.006262359920896632,0.006262359920896632,0.004854368932038797,0.2752083140463526,0.06331382493763608,3.039980544124555e-05,0,0,0,1,0,0.0026671657854100417
2016-10-19,214.02,214.64,213.6,214.28,66342420,0.0026671657854100417,0.0026671657854100417,0.004859358938416933,-0.144009831426267,0.0654168934086324,1.2960715899572106e-05,0,0,0,0,1,0.0018667164457719654
2016-10-20,213.87,214.53,213.11,213.88,73492220,-0.0018667164457719654,0.0018667164457719654,0.006639547388600493,0.10235003721025393,0.060845705965061676,1.2394152302782846e-05,0,0,1,0,0,0.00046755189826064303
2016-10-21,212.96,214.08,212.76,213.98,88974470,0.00046755189826064303,0.00046755189826064303,0.006198347107438117,0.1911699220052796,0.060862120464538844,2.8980489561610576e-06,1,0,0,0,0,0.004252733900364403
2016-10-24,215.0,215.32,214.48,214.89,59934750,0.004252733900364403,0.004252733900364403,0.003906976744186062,-0.3950929987385514,0.05041977110010129,1.6615332447935408e-05,0,1,0,0,0,0.0033505514449253537
2016-10-25,214.68,214.98,213.98,214.17,66356080,-0.0033505514449253537,0.0033505514449253537,0.004658095770449041,0.10177891976796971,0.04968683529719185,1.5607189514278712e-05,0,0,0,1,0,0.0020077508521266774
2016-10-26,213.21,214.42,212.93,213.74,75561030,-0.0020077508521266774,0.0020077508521266774,0.006988415177524416,0.12990528040812777,0.04748541470326508,1.4030996527689651e-05,0,0,0,0,1,0.002666791428838855
2016-10-27,214.58,214.62,213.08,213.17,77031450,-0.002666791428838855,0.002666791428838855,0.007176810513561338,0.019273105678468738,0.04924235130097763,1.9139056763965958e-05,0,0,1,0,0,0.002955387718722169
2016-10-28,213.14,213.93,211.71,212.54,140491700,-0.002955387718722169,0.002955387718722169,0.010415689218354129,0.6009346264092912,0.05028523169379261,3.07823999979507e-05,1,0,0,0,0,4.704996706506037e-05
2016-10-31,212.93,213.19,212.36,212.55,60669300,4.704996706506037e-05,4.704996706506037e-05,0.0038979946461277608,-0.8397105988707274,0.021294308410137068,1.834005197200928e-07,0,1,0,0,0,0.0072453540343450085
2016-11-01,212.93,212.99,209.6,211.01,122395800,-0.0072453540343450085,0.0072453540343450085,0.01592072512093183,0.7018222433913692,0.042298355473770005,0.00011535128998464136,0,0,0,1,0,0.006018672100848166
2016-11-02,210.65,211.1,209.23,209.74,102709200,-0.006018672100848166,0.006018672100848166,0.008877284595300282,-0.175358359970879,0.04599850683727941,5.342946512502301e-05,0,0,0,0,1,0.004577095451511415
2016-11-03,209.99,210.24,208.46,208.78,88715720,-0.004577095451511415,0.004577095451511415,0.008476594123529697,-0.1464645924720891,0.0451083920466788,3.879818040711616e-05,0,0,1,0,0,0.0011016380879393939
2016-11-04,208.91,209.89,208.38,208.55,108488200,-0.0011016380879393939,0.0011016380879393939,0.007227992915609549,0.20120430903214626,0.049869471999975934,7.962632295191588e-06,1,0,0,0,0,0.022057060656916816
2016-11-07,211.45,213.19,211.3,213.15,109397700,0.022057060656916816,0.022057060656916816,0.008938283282099724,0.008348454618442247,0.1936847932082515,0.00019715225652197914,0,1,0,0,0,0.0045038705137228074
2016-11-08,212.69,214.77,212.38,214.11,104838900,0.0045038705137228074,0.0045038705137228074,0.011237011613145963,-0.04256497938179393,0.18117148869407035,5.061004526680886e-05,0,0,0,1,0,0.010598290598290427
2016-11-09,212.37,217.1,212.34,216.3792,257961800,0.010598290598290427,0.010598290598290427,0.02241371191787913,0.9003866200603454,0.1670752774209243,0.0002375470322920485,0,0,0,0,1,0.002499316015587505
2016-11-10,217.3,218.31,215.22,216.92,171730900,0.002499316015587505,0.002499316015587505,0.014219972388403144,-0.4068827932303378,0.14402470898924347,3.554020473154808e-05,0,0,1,0,0,0.0023049972340033476
2016-11-11,216.08,216.7,215.32,216.42,100424400,-0.0023049972340033476,0.0023049972340033476,0.006386523509811159,-0.5365235070127348,0.14883668280111198,1.4720919025012073e-05,1,0,0,0,0,0.0007855096571482978
2016-11-14,217.03,217.27,215.72,216.59,94378460,0.0007855096571482978,0.0007855096571482978,0.007141869787587022,-0.062092335832883094,0.07656844449367516,5.610007688245268e-06,0,1,0,0,0,0.007802760976961087
2016-11-15,217.04,218.28,216.8,218.28,91367180,0.007802760976961087,0.007802760976961087,0.006819019535569433,-0.032426535787291044,0.08334485464450364,5.320717953327649e-05,0,0,0,1,0,0.0018783214220267075
2016-11-16,217.56,218.14,217.42,217.87,65385810,-0.0018783214220267075,0.0018783214220267075,0.003309431880860447,-0.3345810662191546,0.06499540232752642,6.216176796558316e-06,0,0,0,0,1,0.005140680222150751
2016-11-17,218.05,219.06,217.92,218.99,69130300,0.005140680222150751,0.005140680222150751,0.005228158679202085,0.05568786632513678,0.0703439470041932,2.687629192043995e-05,0,0,1,0,0,0.002237545093383253
2016-11-18,219.07,219.27,218.29,218.5,86161200,-0.002237545093383253,0.002237545093383253,0.004473455972976758,0.2202268278707713,0.07009054486958106,1.000955946280015e-05,1,0,0,0,0,0.007551487414187763
2016-11-21,219.17,220.18,219.0,220.15,72151670,0.007551487414187763,0.007551487414187763,0.0053839485331021895,-0.17744952689904991,0.07906022835987746,4.065681958635585e-05,0,1,0,0,0,0.0019532137179196774
2016-11-22,220.51,220.79,219.73,220.58,67275320,0.0019532137179196774,0.0019532137179196774,0.0048070382295587605,-0.06997697697284266,0.06810661646363585,9.38917301253849e-06,0,0,0,1,0,0.0005440203100914864
2016-11-23,219.98,220.76,219.75,220.7,56502980,0.0005440203100914864,0.0005440203100914864,0.004591326484225797,-0.17450007023948189,0.06097704482893002,2.4977748576797725e-06,0,0,0,0,1,0.003715450838241985
2016-11-25,221.1,221.56,221.01,221.52,37872260,0.003715450838241985,0.003715450838241985,0.002487562189054778,-0.4000744534396645,0.057987884708998225,9.242415020502642e-06,1,0,0,0,0,0.0046948356807512415
